,Photo produit 1,Photo produit 2,Nom produit,Lien achat,Catégorie produit,Genre,cielab_colors
582,https://suny-suny.com/cdn/shop/files/TeeshirtcotonbioSunyExtraVbronzeterreW22-1_50a7fa22-b298-4f3b-b6f8-ade3eed2594c_2000x.jpg?v=1709487401,-,Tee shirt en coton bio EXTRA SUNY V DOUX bronze terre,https://suny-suny.com/products/tee-shirt-femme-en-coton-bio-extra-suny-v-doux-bronze-terre-1,T-shirt,F,"[70.58823529411765, 11.0, 57.0]"
583,https://suny-suny.com/cdn/shop/files/TeeshirtcotonbioSunyExtraVgrischatonW22-1_f8a56923-3a4b-49c0-b29d-93981d9d8db4_2000x.jpg?v=1709486108,-,Tee shirt en coton bio EXTRA SUNY V DOUX gris chaton,https://suny-suny.com/products/tee-shirt-femme-en-coton-bio-extra-suny-v-doux-gris-chaton-1,T-shirt,F,"[83.13725490196079, -1.0, -3.0]"
584,https://suny-suny.com/cdn/shop/files/TeeshirtcotonbioSunyExtraVgrischatonW22-1_f8a56923-3a4b-49c0-b29d-93981d9d8db4_2000x.jpg?v=1709486108,-,Tee shirt en coton bio EXTRA SUNY V DOUX gris chaton,https://suny-suny.com/products/tee-shirt-femme-en-coton-bio-extra-suny-v-doux-gris-chaton-1,T-shirt,F,"[73.72549019607844, -1.0, -4.0]"
585,https://suny-suny.com/cdn/shop/files/TeeshirtcotonbioSunyExtraVgriskakiW22-1_650ca170-3b6c-425b-8464-a126eb6013a1_2000x.jpg?v=1709485384,-,Tee shirt en coton bio EXTRA SUNY V DOUX gris kaki ,https://suny-suny.com/products/tee-shirt-femme-en-coton-bio-extra-suny-v-doux-gris-kaki,T-shirt,F,"[67.05882352941175, 1.0, 6.0]"
586,https://suny-suny.com/cdn/shop/files/TeeshirtcotonbioSunyExtraVvertcanardW22-1_846faf3e-b488-48ea-8b7b-2707fa57cbf9_2000x.jpg?v=1709488060,-,Tee shirt en coton bio EXTRA SUNY V DOUX vert canard ,https://suny-suny.com/products/tee-shirt-femme-en-coton-bio-extra-suny-v-doux-vert-canard,T-shirt,F,"[38.03921568627451, -6.0, -10.0]"
587,https://suny-suny.com/cdn/shop/files/TeeshirtcotonbioSunyExtraVvertcanardW22-1_846faf3e-b488-48ea-8b7b-2707fa57cbf9_2000x.jpg?v=1709488060,-,Tee shirt en coton bio EXTRA SUNY V DOUX vert canard ,https://suny-suny.com/products/tee-shirt-femme-en-coton-bio-extra-suny-v-doux-vert-canard,T-shirt,F,"[30.58823529411765, -5.0, -9.0]"
588,https://suny-suny.com/cdn/shop/files/TeeshirtcotonbioSunyExtraVvertpinW22-1_c98bd4eb-420b-4e8e-a0cd-4bd3bb699097_2000x.jpg?v=1709488267,-,Tee shirt en coton bio EXTRA SUNY V DOUX vert pin ,https://suny-suny.com/products/tee-shirt-femme-en-coton-bio-extra-suny-v-doux-vert-pin,T-shirt,F,"[49.80392156862745, -17.0, -10.0]"
589,https://suny-suny.com/cdn/shop/files/TeeshirtcotonbioSunyExtraVvertpinW22-1_c98bd4eb-420b-4e8e-a0cd-4bd3bb699097_2000x.jpg?v=1709488267,-,Tee shirt en coton bio EXTRA SUNY V DOUX vert pin ,https://suny-suny.com/products/tee-shirt-femme-en-coton-bio-extra-suny-v-doux-vert-pin,T-shirt,F,"[41.568627450980394, -16.0, -9.0]"
590,https://suny-suny.com/cdn/shop/files/TshirtRockySunybeurrefraisSS24-1.jpg?v=1734618035&width=300,-,Tee shirt en coton bio ROCKY SUNY blanc,https://suny-suny.com/products/tee-shirt-en-coton-bio-rocky-suny-col-rond,T-shirt,F,"[95.29411764705881, 0.0, 4.0]"
591,https://suny-suny.com/cdn/shop/files/TshirtRockySunybeurrefraisSS24-1.jpg?v=1734618035&width=300,-,Tee shirt en coton bio ROCKY SUNY blanc,https://suny-suny.com/products/tee-shirt-en-coton-bio-rocky-suny-col-rond,T-shirt,F,"[91.37254901960785, 0.0, 7.0]"
592,https://suny-suny.com/cdn/shop/files/TshirtRockySunybeurrefraisSS24-1_2000x.jpg?v=1734618035,-,Tee shirt en coton bio ROCKY SUNY beurre frais,https://suny-suny.com/products/tee-shirt-femme-en-coton-bio-rocky-suny-beurre-frais,T-shirt,F,"[95.29411764705881, 0.0, 4.0]"
593,https://suny-suny.com/cdn/shop/files/TshirtRockySunybeurrefraisSS24-1_2000x.jpg?v=1734618035,-,Tee shirt en coton bio ROCKY SUNY beurre frais,https://suny-suny.com/products/tee-shirt-femme-en-coton-bio-rocky-suny-beurre-frais,T-shirt,F,"[91.37254901960785, 0.0, 7.0]"
594,https://suny-suny.com/cdn/shop/files/TshirtRockySunybleucanardSS24-1_22d7d6f4-6450-47f5-a1b9-f1837fe1cca7_2000x.jpg?v=1734617335,-,Tee shirt en coton bio ROCKY SUNY bleu canard,https://suny-suny.com/products/tee-shirt-femme-en-coton-bio-rocky-suny-bleu-canard,T-shirt,F,"[45.09803921568628, -20.0, -6.0]"
595,https://suny-suny.com/cdn/shop/files/TshirtRockySunybleucanardSS24-1_22d7d6f4-6450-47f5-a1b9-f1837fe1cca7_2000x.jpg?v=1734617335,-,Tee shirt en coton bio ROCKY SUNY bleu canard,https://suny-suny.com/products/tee-shirt-femme-en-coton-bio-rocky-suny-bleu-canard,T-shirt,F,"[35.294117647058826, -17.0, -5.0]"
596,https://suny-suny.com/cdn/shop/files/TshirtRockySunybleudeprusseSS24-1_dbdbf976-aef3-4294-8e2c-5d48311ebcc0_2000x.jpg?v=1709554733,-,Tee shirt en coton bio ROCKY SUNY bleu de Prusse,https://suny-suny.com/products/tee-shirt-femme-en-coton-bio-col-rond-rocky-suny-bleu-de-prusse,T-shirt,F,"[28.627450980392155, 1.0, -14.0]"
597,https://suny-suny.com/cdn/shop/files/PhotoRoom_20231010_121638_ff8e7c59-2d26-4928-a764-2fbaa6722505_2000x.jpg?v=1709550994,-,Tee shirt en coton bio ROCKY SUNY jaune d'or ,https://suny-suny.com/products/tee-shirt-femme-en-coton-bio-col-rond-rocky-suny-jaune-dor,T-shirt,F,"[86.66666666666667, 0.0, 38.0]"
598,https://suny-suny.com/cdn/shop/files/TshirtRockySunyjaunepailleSS23-1_d168ce2f-acef-40b0-816b-c5f923b12c9c_2000x.jpg?v=1709551646,-,Tee shirt en coton bio ROCKY SUNY jaune paille ,https://suny-suny.com/products/tee-shirt-femme-en-coton-bio-col-rond-rocky-suny-jaune-paille,T-shirt,F,"[94.90196078431372, -2.0, 19.0]"
599,https://suny-suny.com/cdn/shop/files/TshirtRockySunyjaunepailleSS23-1_d168ce2f-acef-40b0-816b-c5f923b12c9c_2000x.jpg?v=1709551646,-,Tee shirt en coton bio ROCKY SUNY jaune paille ,https://suny-suny.com/products/tee-shirt-femme-en-coton-bio-col-rond-rocky-suny-jaune-paille,T-shirt,F,"[92.94117647058823, -2.0, 23.0]"
600,https://suny-suny.com/cdn/shop/files/tee_shirt_ROCKY_SUNY_noir_noir_2000x.jpg?v=1734880687,-,Tee shirt en coton bio ROCKY SUNY noir,https://suny-suny.com/products/tee-shirt-femme-en-coton-bio-col-rond-rocky-suny-noir,T-shirt,F,"[10.980392156862745, 1.0, -2.0]"
601,https://suny-suny.com/cdn/shop/files/tee_shirt_ROCKY_SUNY_noir_vieillu_2000x.jpg?v=1734880483,-,Tee shirt en coton bio ROCKY SUNY noir vieilli ,https://suny-suny.com/products/tee-shirt-en-coton-bio-oversize-rocky-suny-noir-vieilli,T-shirt,F,"[20.0, 1.0, -1.0]"
602,https://suny-suny.com/cdn/shop/files/TshirtRockySunypurplerainSS24-1_2000x.jpg?v=1709552027,-,Tee shirt en coton bio ROCKY SUNY purple rain,https://suny-suny.com/products/tee-shirt-femme-en-coton-bio-col-rond-rocky-suny-purple-rain,T-shirt,F,"[40.78431372549019, 32.0, -25.0]"
603,https://suny-suny.com/cdn/shop/files/TshirtRockySunypurplerainSS24-1_2000x.jpg?v=1709552027,-,Tee shirt en coton bio ROCKY SUNY purple rain,https://suny-suny.com/products/tee-shirt-femme-en-coton-bio-col-rond-rocky-suny-purple-rain,T-shirt,F,"[33.72549019607843, 28.0, -22.0]"
604,https://suny-suny.com/cdn/shop/files/TeeshirtcotonbioRockyrosepoudreS22-1_746bc09d-ece0-4e67-a8b7-e16987bc4d64_2000x.jpg?v=1735844250,-,Tee shirt en coton bio ROCKY SUNY rose poudre ,https://suny-suny.com/products/tee-shirt-femme-en-coton-bio-col-rond-rocky-suny-rose-poudre,T-shirt,F,"[94.50980392156862, 2.0, 2.0]"
605,https://suny-suny.com/cdn/shop/files/TshirtRockySunyrouigeparadisSS24-1_fc116822-d768-4f9f-aa79-d36e39712d8e_2000x.jpg?v=1734617562,-,Tee shirt en coton bio ROCKY SUNY rouge paradis ,https://suny-suny.com/products/tee-shirt-femme-en-coton-bio-col-rond-rocky-suny-rouge-paradis,T-shirt,F,"[61.1764705882353, 61.0, 27.0]"
606,https://suny-suny.com/cdn/shop/files/TshirtRockySunyvertbronzeSS24-1_b0d109ca-5610-4cc8-ab5a-472e1ef82686_2000x.jpg?v=1709554253,-,Tee shirt en coton bio ROCKY SUNY vert bronze ,https://suny-suny.com/products/tee-shirt-femme-en-coton-bio-col-rond-rocky-suny-vert-bronze,T-shirt,F,"[51.76470588235295, 5.0, 29.0]"
607,https://suny-suny.com/cdn/shop/files/TshirtencotonetlinrecycleRockySunyanthracitechineFW23-1_2000x.jpg?v=1738177174,-,Tee shirt en coton bio ROCKY SUNY anthracite chiné ,https://suny-suny.com/products/tee-shirt-en-matiere-upcyclee-rocky-suny-chine,T-shirt,F,"[29.411764705882355, 2.0, -1.0]"
608,https://suny-suny.com/cdn/shop/files/TshirtencotonetlinrecycleRockySunyanthracitechineFW23-1_2000x.jpg?v=1738177174,-,Tee shirt en coton bio ROCKY SUNY anthracite chiné ,https://suny-suny.com/products/tee-shirt-en-matiere-upcyclee-rocky-suny-chine,T-shirt,F,"[40.0, 1.0, -1.0]"
609,https://suny-suny.com/cdn/shop/files/TshirtencotonetlinrecycleRockySunybeigechineFW23-1_158d1a84-4220-475c-a699-3f1343dbb570_2000x.jpg?v=1738177465,-,Tee shirt en coton bio ROCKY SUNY écru chiné ,https://suny-suny.com/products/tee-shirt-en-matiere-upcyclee-rocky-suny-ecru-chine,T-shirt,F,"[89.41176470588236, 2.0, 9.0]"
610,https://suny-suny.com/cdn/shop/products/TeeshirtcotonbioextrasunyblancblancFW21-1_25f1d700-835a-4e1b-85d5-4b8f7d230a58_2000x.jpg?v=1737651714,-,Tee shirt en coton bio EXTRA SUNY blanc,https://suny-suny.com/products/tee-shirt-extra-suny,T-shirt,F,"[95.68627450980392, 1.0, -2.0]"
611,https://suny-suny.com/cdn/shop/files/TeeshirtcotonbioExtraSunyhavaneFW23-1_56c0661f-897c-4285-a945-b43653e799bb_2000x.jpg?v=1721062671,-,Tee shirt en coton bio EXTRA SUNY havane,https://suny-suny.com/products/tee-shirt-femme-en-coton-bio-extra-suny-havane,T-shirt,F,"[61.1764705882353, 14.0, 42.0]"
612,https://suny-suny.com/cdn/shop/files/TeeshirtcotonbioExtraSunykakimousseFW23-1_28bd03a5-f85a-4ca9-bfa6-e8786ad85bf6_2000x.jpg?v=1737660341,-,Tee shirt en coton bio EXTRA SUNY kaki mousse,https://suny-suny.com/products/tee-shirt-femme-en-coton-bio-extra-suny-kaki-mousse,T-shirt,F,"[52.54901960784314, 0.0, 19.0]"
613,https://suny-suny.com/cdn/shop/files/TeeshirtcotonbiowidesunynoirnoirFW20-1_5000x_5b24999d-a563-40bb-ad0c-540b90fe3e74_2000x.jpg?v=1737655918,-,Tee shirt en coton bio EXTRA SUNY noir,https://suny-suny.com/products/tee-shirt-en-coton-bio-extra-suny-noir,T-shirt,F,"[10.196078431372548, 2.0, -1.0]"
614,https://suny-suny.com/cdn/shop/files/TeeshirtcotonbioextrasunyroseancienFW21-1_25aa254f-be2d-4409-839d-6b183f6a789c_2000x.jpg?v=1709479287,-,Tee shirt en coton bio EXTRA SUNY rose ancien ,https://suny-suny.com/products/tee-shirt-femme-en-coton-bio-extra-suny-rose-ancien,T-shirt,F,"[74.50980392156863, 15.0, 21.0]"
615,https://suny-suny.com/cdn/shop/files/TeeshirtcotonbioextrasunyvertmystereFW21-1_5000x_e68424ba-5525-4d83-a4e4-b3996942551f_2000x.jpg?v=1709478942,-,Tee shirt en coton bio EXTRA SUNY vert mystère ,https://suny-suny.com/products/tee-shirt-femme-en-coton-bio-extra-suny-vert-mystere,T-shirt,F,"[29.411764705882355, -5.0, -3.0]"
616,https://suny-suny.com/cdn/shop/files/TeeshirtcotonetlinrecycleExtraSunybeigechineFW23-1_2000x.jpg?v=1705915800,-,Tee shirt en coton bio EXTRA SUNY écru chiné ,https://suny-suny.com/products/tee-shirt-en-coton-upcycle-extra-suny-chine,T-shirt,F,"[88.62745098039215, 3.0, 8.0]"
617,https://suny-suny.com/cdn/shop/files/TeeshirtcotonbioExtraSunytaupeFW24-1_2000x.jpg?v=1720547418,-,Tee shirt en coton bio EXTRA SUNY taupe,https://suny-suny.com/products/tee-shirt-en-viscose-et-lin-upcycles-extra-suny-taupe,T-shirt,F,"[57.647058823529406, 4.0, 2.0]"
618,https://colorfulstandard.com/cdn/shop/files/Optical-White.jpg?v=1738233857&width=1560,-,Classic Organic Tee - Optical White,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-optical-white-male,T-shirt,H,"[96.07843137254902, 0.0, -2.0]"
619,https://colorfulstandard.com/cdn/shop/files/Deep-Black.jpg?v=1738233387&width=1560,-,Classic Organic Tee - Deep Black,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-deep-black-male,T-shirt,H,"[13.333333333333334, 0.0, 0.0]"
620,https://colorfulstandard.com/cdn/shop/files/Faded-Black0.jpg?v=1738233429&width=1560,-,Classic Organic Tee - Faded Black,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-faded-black-male,T-shirt,H,"[18.823529411764707, 0.0, 0.0]"
621,https://colorfulstandard.com/cdn/shop/files/Women_Oversized_Organic_T-Shirt-Women_Oversized_T-shirt-CS2056-Optical_White_4ffdab98-f224-4cc8-8226-5881147fa4c1.jpg?v=1686138639&width=1560,-,Oversized Organic T-Shirt - Optical White,https://colorfulstandard.com/fr-fr/products/oversized-organic-t-shirt-optical-white-male,T-shirt,H,"[93.72549019607843, 0.0, 0.0]"
622,https://colorfulstandard.com/cdn/shop/files/Ivory-White.jpg?v=1738233561&width=1560,-,Classic Organic Tee - Ivory White,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-ivory-white-male,T-shirt,H,"[89.01960784313725, 1.0, 5.0]"
623,https://colorfulstandard.com/cdn/shop/files/Ivory-White.jpg?v=1738233561&width=1560,-,Classic Organic Tee - Ivory White,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-ivory-white-male,T-shirt,H,"[86.27450980392157, 1.0, 5.0]"
624,https://colorfulstandard.com/cdn/shop/files/CS1001_Male_ClassicOrganicTee-MidnightForest_2_fabaecdc-70df-49c7-88fa-ecbddd48fc1e.jpg?v=1738160968&width=3000,-,Classic Organic Tee - Midnight Forest,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-midnight-forest-male,T-shirt,H,"[23.52941176470588, -6.0, 4.0]"
625,https://colorfulstandard.com/cdn/shop/files/CS1001_Male_ClassicOrganicTee-MidnightForest_2_fabaecdc-70df-49c7-88fa-ecbddd48fc1e.jpg?v=1738160968&width=3000,-,Classic Organic Tee - Midnight Forest,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-midnight-forest-male,T-shirt,H,"[27.058823529411764, -6.0, 4.0]"
626,https://colorfulstandard.com/cdn/shop/files/Navy-Blue-Light.jpg?v=1738233803&width=1560,-,Classic Organic Tee - Navy Blue,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-navy-blue-male,T-shirt,H,"[11.76470588235294, 4.0, -12.0]"
627,https://colorfulstandard.com/cdn/shop/files/Oversized_Organic_T-Shirt-Women_Oversized_T-shirt-CS2056-Faded_Black_666ade0b-9130-4a0a-ac60-2a5014a5fd1b.jpg?v=1686062357&width=1560,-,Oversized Organic T-Shirt - Faded Black,https://colorfulstandard.com/fr-fr/products/oversized-organic-t-shirt-faded-black-male,T-shirt,H,"[18.03921568627451, 2.0, -1.0]"
628,https://colorfulstandard.com/cdn/shop/files/Oxblood-Red.jpg?v=1738233871&width=1560,-,Classic Organic Tee - Oxblood Red,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-oxblood-red-male,T-shirt,H,"[12.549019607843137, 17.0, 1.0]"
629,https://colorfulstandard.com/cdn/shop/files/Heather-Grey.jpg?v=1738233485&width=1560,-,Classic Organic Tee - Heather Grey,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-heather-grey-male,T-shirt,H,"[84.31372549019608, 1.0, -3.0]"
630,https://colorfulstandard.com/cdn/shop/files/Heather-Grey.jpg?v=1738233485&width=1560,-,Classic Organic Tee - Heather Grey,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-heather-grey-male,T-shirt,H,"[76.86274509803923, 1.0, -3.0]"
631,https://colorfulstandard.com/cdn/shop/files/Neptune-Blue-CS1001_1.jpg?v=1738233820&width=1560,-,Classic Organic Tee - Neptune Blue,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-neptune-blue-male,T-shirt,H,"[56.86274509803921, 0.0, -14.0]"
632,https://colorfulstandard.com/cdn/shop/files/Women_Oversized_Organic_T-Shirt-Women_Oversized_T-shirt-CS2056-Deep_Black_88298d76-d01b-4c75-a10c-dde097a3ee16.jpg?v=1686061987&width=1560,-,Oversized Organic T-Shirt - Deep Black,https://colorfulstandard.com/fr-fr/products/oversized-organic-t-shirt-deep-black-male,T-shirt,H,"[12.156862745098039, 0.0, 0.0]"
633,https://colorfulstandard.com/cdn/shop/files/Steel-Blue.jpg?v=1738234504&width=1560,-,Classic Organic Tee - Steel Blue,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-steel-blue-male,T-shirt,H,"[67.45098039215686, -5.0, -4.0]"
634,https://colorfulstandard.com/cdn/shop/files/Women_Oversized_Organic_T-Shirt-Women_Oversized_T-shirt-CS2056-Ivory_White_e8a60706-742f-4e04-9b64-ead92137bd84.jpg?v=1686137525&width=1560,-,Oversized Organic T-Shirt - Ivory White,https://colorfulstandard.com/fr-fr/products/oversized-organic-t-shirt-ivory-white-male,T-shirt,H,"[85.88235294117646, 1.0, 6.0]"
635,https://colorfulstandard.com/cdn/shop/files/Lava-Grey.jpg?v=1738233590&width=1560,-,Classic Organic Tee - Lava Grey,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-lava-grey-male,T-shirt,H,"[23.52941176470588, 3.0, -4.0]"
636,https://colorfulstandard.com/cdn/shop/files/Petrol-Blue.jpg?v=1738233959&width=1560,-,Classic Organic Tee - Petrol Blue,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-petrol-blue-male,T-shirt,H,"[31.372549019607842, -3.0, -11.0]"
637,https://colorfulstandard.com/cdn/shop/files/CS1001_Male_ClassicOrganicTee-MistyBrown_2.jpg?v=1738160991&width=3000,-,Classic Organic Tee - Misty Brown,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-misty-brown-male,T-shirt,H,"[53.333333333333336, 1.0, 5.0]"
638,https://colorfulstandard.com/cdn/shop/files/CS1001_Male_ClassicOrganicTee-MarineBlue_2.jpg?v=1738160888&width=3000,-,Classic Organic Tee - Marine Blue,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-marine-blue-male,T-shirt,H,"[20.784313725490197, 8.0, -21.0]"
639,https://colorfulstandard.com/cdn/shop/files/CS1003_Male_OversizedOrganicLST-shirt-DeepBlack_2_4f03733f-0bb9-436d-a7ff-d78732f611dd.jpg?v=1738329464&width=3000,-,Oversized Organic LS T-Shirt - Deep Black,https://colorfulstandard.com/fr-fr/products/oversized-organic-ls-t-shirt-long-sleeve-t-shirt-deep-black-male,T-shirt,H,"[12.156862745098039, 1.0, -2.0]"
640,https://colorfulstandard.com/cdn/shop/files/CS1003_Male_OversizedOrganicLST-shirt-OpticalWhite_2.jpg?v=1738163730&width=3000,-,Oversized Organic LS T-Shirt - Optical White,https://colorfulstandard.com/fr-fr/products/oversized-organic-ls-t-shirt-long-sleeve-t-shirt-optical-white-male,T-shirt,H,"[95.29411764705881, 1.0, -1.0]"
641,https://colorfulstandard.com/cdn/shop/files/CS1003_Male_OversizedOrganicLST-shirt-OpticalWhite_2.jpg?v=1738163730&width=3000,-,Oversized Organic LS T-Shirt - Optical White,https://colorfulstandard.com/fr-fr/products/oversized-organic-ls-t-shirt-long-sleeve-t-shirt-optical-white-male,T-shirt,H,"[93.72549019607843, 1.0, -1.0]"
642,https://colorfulstandard.com/cdn/shop/files/Snow-Melange.jpg?v=1738234449&width=1560,-,Classic Organic Tee - Snow Melange,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-snow-melange-male,T-shirt,H,"[89.01960784313725, 1.0, -3.0]"
643,https://colorfulstandard.com/cdn/shop/files/Snow-Melange.jpg?v=1738234449&width=1560,-,Classic Organic Tee - Snow Melange,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-snow-melange-male,T-shirt,H,"[83.52941176470588, 1.0, -3.0]"
644,https://colorfulstandard.com/cdn/shop/files/Polar-Blue.jpg?v=1738234275&width=1560,-,Classic Organic Tee - Polar Blue,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-polar-blue-male,T-shirt,H,"[89.80392156862746, -2.0, -12.0]"
645,https://colorfulstandard.com/cdn/shop/files/Polar-Blue.jpg?v=1738234275&width=1560,-,Classic Organic Tee - Polar Blue,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-polar-blue-male,T-shirt,H,"[87.05882352941177, -2.0, -13.0]"
646,https://colorfulstandard.com/cdn/shop/files/Emerald-Green.jpg?v=1738233417&width=1560,-,Classic Organic Tee - Emerald Green,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-emerald-green-male,T-shirt,H,"[29.80392156862745, -12.0, 3.0]"
647,https://colorfulstandard.com/cdn/shop/files/Dusty-Olive.jpg?v=1738233402&width=1560,-,Classic Organic Tee - Dusty Olive,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-dusty-olive-male,T-shirt,H,"[45.88235294117647, -3.0, 7.0]"
648,https://colorfulstandard.com/cdn/shop/files/CS1003_Male_OversizedOrganicLST-shirt-NavyBlue_2_9456e4ca-85d1-43a5-b306-409dfdee18dd.jpg?v=1738329478&width=3000,-,Oversized Organic LS T-Shirt - Navy Blue,https://colorfulstandard.com/fr-fr/products/oversized-organic-ls-t-shirt-long-sleeve-t-shirt-navy-blue-male,T-shirt,H,"[16.470588235294116, 1.0, -11.0]"
649,https://colorfulstandard.com/cdn/shop/files/CS1003_Male_OversizedOrganicLST-shirt-FadedBlack_2.jpg?v=1738163400&width=3000,-,Oversized Organic LS T-Shirt - Faded Black,https://colorfulstandard.com/fr-fr/products/oversized-organic-ls-t-shirt-long-sleeve-t-shirt-faded-black-male,T-shirt,H,"[20.392156862745097, 0.0, 0.0]"
650,https://colorfulstandard.com/cdn/shop/files/CS1001_Male_ClassicOrganicTee-CherryBlossom_2_fb948c7f-6a70-4489-a75c-aa7adacea951.jpg?v=1738160555&width=3000,-,Classic Organic Tee - Cherry Blossom,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-cherry-blossom-male,T-shirt,H,"[78.43137254901961, 23.0, -4.0]"
651,https://colorfulstandard.com/cdn/shop/files/CS1003_Male_OversizedOrganicLST-shirt-HeatherGrey_2.jpg?v=1738163437&width=3000,-,Oversized Organic LS T-Shirt - Heather Grey,https://colorfulstandard.com/fr-fr/products/oversized-organic-ls-t-shirt-long-sleeve-t-shirt-heather-grey-male,T-shirt,H,"[70.58823529411765, 1.0, 1.0]"
652,https://colorfulstandard.com/cdn/shop/files/CS1003_Male_OversizedOrganicLST-shirt-HeatherGrey_2.jpg?v=1738163437&width=3000,-,Oversized Organic LS T-Shirt - Heather Grey,https://colorfulstandard.com/fr-fr/products/oversized-organic-ls-t-shirt-long-sleeve-t-shirt-heather-grey-male,T-shirt,H,"[75.68627450980392, 1.0, 1.0]"
653,https://colorfulstandard.com/cdn/shop/files/Ocean-Green.jpg?v=1738233838&width=1560,-,Classic Organic Tee - Ocean Green,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-ocean-green-male,T-shirt,H,"[33.72549019607843, -14.0, -8.0]"
654,https://colorfulstandard.com/cdn/shop/files/Faded-Pink.jpg?v=1738233470&width=1560,-,Classic Organic Tee - Faded Pink,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-faded-pink-male,T-shirt,H,"[81.96078431372548, 10.0, 1.0]"
655,https://colorfulstandard.com/cdn/shop/files/Faded-Pink.jpg?v=1738233470&width=1560,-,Classic Organic Tee - Faded Pink,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-faded-pink-male,T-shirt,H,"[76.86274509803923, 10.0, 0.0]"
656,https://colorfulstandard.com/cdn/shop/files/CS1001_Male_ClassicOrganicTee-SapphireBlue_2.jpg?v=1738161513&width=3000,-,Classic Organic Tee - Sapphire Blue,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-sapphire-blue-male,T-shirt,H,"[47.05882352941176, 19.0, -59.0]"
657,https://colorfulstandard.com/cdn/shop/files/Soft-Yellow-NEW.jpg?v=1738316933&width=1560,-,Classic Organic Tee - Soft Yellow,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-soft-yellow-male,T-shirt,H,"[94.90196078431372, -3.0, 24.0]"
658,https://colorfulstandard.com/cdn/shop/files/Soft-Yellow-NEW.jpg?v=1738316933&width=1560,-,Classic Organic Tee - Soft Yellow,https://colorfulstandard.com/fr-fr/products/classic-organic-tee-t-shirt-soft-yellow-male,T-shirt,H,"[92.15686274509804, -3.0, 27.0]"
659,https://colorfulstandard.com/cdn/shop/files/CS2056_Male_OversizedOrganicT-Shirt-MidnightForest_1_a2d88329-9f06-407b-9f22-1e758be39ffa.jpg?v=1696507981&width=1600,-,Oversized Organic T-Shirt - Midnight Forest,https://colorfulstandard.com/fr-fr/products/oversized-organic-t-shirt-women-oversized-t-shirt-midnight-forest-male,T-shirt,H,"[33.33333333333333, -6.0, 4.0]"
660,https://colorfulstandard.com/cdn/shop/files/CS2056_Male_OversizedOrganicT-Shirt-MidnightForest_1_a2d88329-9f06-407b-9f22-1e758be39ffa.jpg?v=1696507981&width=1600,-,Oversized Organic T-Shirt - Midnight Forest,https://colorfulstandard.com/fr-fr/products/oversized-organic-t-shirt-women-oversized-t-shirt-midnight-forest-male,T-shirt,H,"[29.80392156862745, -6.0, 4.0]"
661,https://colorfulstandard.com/cdn/shop/files/CS2056-Faded-Grey_7a301ec7-19f3-4bff-baf0-8698e4b1afab.jpg?v=1686062748&width=1560,-,Oversized Organic T-Shirt - Faded Grey,https://colorfulstandard.com/fr-fr/products/oversized-organic-t-shirt-faded-grey-male,T-shirt,H,"[82.74509803921568, -1.0, -2.0]"
662,https://colorfulstandard.com/cdn/shop/files/Women_Oversized_Organic_T-Shirt-Women_Oversized_T-shirt-CS2056-Heather_Grey_d390dc6c-bab1-4b4b-aea5-c02fd8a90de3.jpg?v=1686063060&width=1560,-,Oversized Organic T-Shirt - Heather Grey,https://colorfulstandard.com/fr-fr/products/oversized-organic-t-shirt-heather-grey-male,T-shirt,H,"[78.43137254901961, 0.0, -2.0]"
